R1,R1_,R2,R2_,G1,G1_,G2,G2_,B1,B1_,B2,B2_,timestamp
25003,25191,28945,29178,16479,16500,19392,19412,19149,19052,25299,25141,2018-11-21 15:41:55
25219,25191,29093,29178,16529,16500,19426,19412,19098,19052,25262,25141,2018-11-21 15:44:55
25250,25191,29134,29178,16535,16500,19432,19412,19086,19052,25244,25141,2018-11-21 15:47:56
25272,25191,29163,29178,16540,16500,19441,19412,19084,19052,25243,25141,2018-11-21 15:50:56
25278,25191,29176,29178,16542,16500,19446,19412,19080,19052,25244,25141,2018-11-21 15:53:56
25289,25191,29188,29178,16544,16500,19452,19412,19078,19052,25244,25141,2018-11-21 15:56:56
25341,25191,29258,29178,16546,16500,19456,19412,19038,19052,25193,25141,2018-11-21 16:08:57
25326,25191,29233,29178,16549,16500,19456,19412,19059,19052,25216,25141,2018-11-21 16:11:57
25322,25191,29228,29178,16550,16500,19458,19412,19067,19052,25230,25141,2018-11-21 16:14:58
25321,25191,29224,29178,16553,16500,19460,19412,19074,19052,25237,25141,2018-11-21 16:17:58
25330,25191,29233,29178,16559,16500,19464,19412,19081,19052,25245,25141,2018-11-21 16:20:58
25333,25191,29239,29178,16561,16500,19471,19412,19083,19052,25253,25141,2018-11-21 16:23:58
25330,25191,29231,29178,16561,16500,19468,19412,19087,19052,25255,25141,2018-11-21 16:26:58
25335,25191,29239,29178,16564,16500,19473,19412,19090,19052,25261,25141,2018-11-21 16:29:58
25326,25191,29233,29178,16562,16500,19471,19412,19091,19052,25265,25141,2018-11-21 16:32:59
25327,25191,29228,29178,16565,16500,19473,19412,19100,19052,25271,25141,2018-11-21 16:35:59
25324,25191,29223,29178,16565,16500,19471,19412,19101,19052,25271,25141,2018-11-21 16:38:59
25323,25191,29222,29178,16566,16500,19474,19412,19104,19052,25280,25141,2018-11-21 16:41:59
25322,25191,29226,29178,16566,16500,19480,19412,19107,19052,25291,25141,2018-11-21 16:44:59
25326,25191,29228,29178,16571,16500,19479,19412,19114,19052,25294,25141,2018-11-21 16:48:00
25328,25191,29225,29178,16573,16500,19481,19412,19117,19052,25294,25141,2018-11-21 16:51:00
25334,25191,29228,29178,16575,16500,19483,19412,19119,19052,25297,25141,2018-11-21 16:54:05
25323,25191,29219,29178,16574,16500,19483,19412,19124,19052,25305,25141,2018-11-21 16:57:01
25329,25191,29220,29178,16576,16500,19482,19412,19124,19052,25302,25141,2018-11-21 17:00:01
25329,25191,29222,29178,16578,16500,19486,19412,19129,19052,25309,25141,2018-11-21 17:03:01
25328,25191,29218,29178,16577,16500,19482,19412,19129,19052,25308,25141,2018-11-21 17:06:01
25335,25191,29225,29178,16581,16500,19488,19412,19132,19052,25313,25141,2018-11-21 17:09:01
25343,25191,29237,29178,16583,16500,19491,19412,19131,19052,25313,25141,2018-11-21 17:12:01
25344,25191,29237,29178,16585,16500,19494,19412,19133,19052,25320,25141,2018-11-21 17:15:02
25349,25191,29242,29178,16587,16500,19497,19412,19135,19052,25320,25141,2018-11-21 17:18:02
25359,25191,29247,29178,16591,16500,19498,19412,19139,19052,25320,25141,2018-11-21 17:21:02
25354,25191,29249,29178,16589,16500,19500,19412,19137,19052,25325,25141,2018-11-21 17:24:03
25363,25191,29252,29178,16593,16500,19499,19412,19140,19052,25324,25141,2018-11-21 17:27:03
25364,25191,29248,29178,16595,16500,19498,19412,19143,19052,25324,25141,2018-11-21 17:30:03
25364,25191,29245,29178,16598,16500,19501,19412,19149,19052,25329,25141,2018-11-21 17:33:03
25367,25191,29251,29178,16599,16500,19504,19412,19151,19052,25335,25141,2018-11-21 17:36:03
25370,25191,29254,29178,16601,16500,19506,19412,19154,19052,25337,25141,2018-11-21 17:39:04
25377,25191,29259,29178,16604,16500,19509,19412,19155,19052,25338,25141,2018-11-21 17:42:03
25375,25191,29255,29178,16604,16500,19510,19412,19157,19052,25343,25141,2018-11-21 17:45:19
25367,25191,29245,29178,16607,16500,19511,19412,19169,19052,25361,25141,2018-11-21 17:48:04
25374,25191,29251,29178,16608,16500,19510,19412,19166,19052,25355,25141,2018-11-21 17:51:04
25378,25191,29256,29178,16609,16500,19514,19412,19166,19052,25357,25141,2018-11-21 17:54:04
25379,25191,29255,29178,16610,16500,19514,19412,19167,19052,25356,25141,2018-11-21 17:57:05
25381,25191,29255,29178,16611,16500,19514,19412,19167,19052,25353,25141,2018-11-21 18:00:05
25384,25191,29258,29178,16613,16500,19511,19412,19170,19052,25357,25141,2018-11-21 18:03:13
25382,25191,29258,29178,16614,16500,19518,19412,19175,19052,25369,25141,2018-11-21 18:06:05
25386,25191,29265,29178,16614,16500,19519,19412,19169,19052,25361,25141,2018-11-21 18:09:05
25390,25191,29266,29178,16617,16500,19518,19412,19174,19052,25361,25141,2018-11-21 18:12:06
